"TF"	"size"	"nes"	"pval"	"pval.fdr"
"PITX1"	3	-3.10474901554314	0.00190440547499858	0.310038658971992
"NR2C1"	10	3.05538234818124	0.00224773771201289	0.310038658971992
"RUNX1"	15	3.03815786345187	0.0023802922510915	0.310038658971992
"ZNF449"	13	3.01932742577525	0.00253336576035926	0.310038658971992
"RFX7"	21	3.01591267151828	0.00256207037837345	0.310038658971992
"ZNF626"	17	3.00301310445088	0.00267320920373863	0.310038658971992
"KLF4"	47	-2.99850548986702	0.0027130726838678	0.310038658971992
"ZNF45"	21	2.98028750484985	0.00287977959711534	0.310038658971992
"SP2"	19	2.92519108243015	0.00344244772491656	0.310038658971992
"ZNF609"	11	2.92232973095788	0.00347423522392246	0.310038658971992
"ZNF821"	14	2.90196619217199	0.00370828557852925	0.310038658971992
"ZNF282"	10	2.89415503532115	0.00380180397329979	0.310038658971992
"NFIA"	34	-2.89024124042061	0.0038494629527641	0.310038658971992
"ARNTL2"	14	2.88826521721455	0.00387373097083892	0.310038658971992
"HSF4"	9	2.88373763523862	0.00392986016582818	0.310038658971992
"NPAS1"	11	2.87479617807639	0.00404288389857528	0.310038658971992
"GSC"	2	2.83536211517623	0.00457737695048556	0.327590168568797
"TET1"	14	-2.81977563873481	0.00480572374428553	0.327590168568797
"ZNF773"	12	2.78215886517273	0.00539986003978999	0.342153988856438
"ZNF641"	13	2.73913360392381	0.00616013345589406	0.342153988856438
"PPARG"	19	2.70187367573092	0.00689499533496419	0.342153988856438
"ZNF260"	19	2.69307676985422	0.00707959655472612	0.342153988856438
"NR6A1"	12	2.69274021315665	0.00708674644658503	0.342153988856438
"YBX2"	10	2.68097544960229	0.00734079012486733	0.342153988856438
"SOX13"	23	2.67866615261433	0.0073916049772117	0.342153988856438
"NFX1"	21	2.67022813206839	0.00757997272722245	0.342153988856438
"PPARA"	10	2.667094965915	0.00765100492347993	0.342153988856438
"ELK1"	14	2.64423587392628	0.00818755785808734	0.342153988856438
"FOXK1"	13	2.63981980907408	0.0082950117907884	0.342153988856438
"KLF11"	25	-2.63694565765361	0.00836562319942392	0.342153988856438
"ZNF487"	11	2.61128232523437	0.00902033918832867	0.346825957398634
"ZNF513"	15	2.59438778210574	0.00947595417326053	0.346825957398634
"ZBTB47"	23	2.58335357883034	0.00978449895459776	0.346825957398634
"WIZ"	30	2.58273215507346	0.00980213891383575	0.346825957398634
"ZNF618"	16	2.57954136359517	0.00989316096899118	0.346825957398634
"TFDP1"	8	2.53096732610701	0.0113748444111692	0.369231970906273
"PLAG1"	27	-2.52872030564786	0.0114479215291548	0.369231970906273
"SOX6"	64	-2.52500626315743	0.0115696227334868	0.369231970906273
"ZNF775"	16	2.50721023045772	0.0121688311412829	0.369231970906273
"CAMTA1"	11	2.50510656196558	0.0122414505822807	0.369231970906273
"GATA1"	36	-2.50233176925021	0.01233782461871	0.369231970906273
"SETDB1"	23	2.45963497469051	0.0139078389852234	0.386046330928366
"ZNF230"	15	2.45847033410882	0.0139530303832176	0.386046330928366
"PRDM5"	29	-2.45575955958371	0.0140587185498649	0.386046330928366
"ZNF16"	10	2.45322491150818	0.0141581783959058	0.386046330928366
"ZNF200"	14	2.41260907883628	0.0158387972875738	0.41100220641641
