"TF"	"size"	"nes"	"pval"	"pval.fdr"
"PRKG1"	17	-3.48273353879925	0.000496322106150239	0.197100833341544
"SLC22A17"	62	-3.45787539619015	0.000544453134337871	0.197100833341544
"ZNF346"	86	3.39118927542866	0.000695900233138281	0.197100833341544
"ZFP3"	33	-3.376337958043	0.000734576278498696	0.197100833341544
"FLT1"	22	-3.36545077103976	0.00076418702316134	0.197100833341544
"SALL2"	89	3.32488258498337	0.000884557784906365	0.197100833341544
"PDE6A"	14	3.2397810030829	0.00119621534383497	0.197100833341544
"ERF"	37	3.23812016991065	0.00120320117482688	0.197100833341544
"BHLHA15"	54	-3.22517390231301	0.001258961696483	0.197100833341544
"DLL3"	19	3.19882392183323	0.00137989418818847	0.197100833341544
"DFFA"	46	3.19778387004847	0.00138488032259668	0.197100833341544
"ZFP62"	50	3.16822945184112	0.00153370422917664	0.197100833341544
"MIB1"	57	3.16577122471345	0.00154672389589697	0.197100833341544
"PBX1"	99	-3.16013120138573	0.0015769810868654	0.197100833341544
"TBCK"	38	3.14739057726702	0.00164734750941104	0.197100833341544
"CCL18"	35	3.14573295047322	0.00165671201382577	0.197100833341544
"PYGO1"	17	3.14266331583823	0.00167418288531684	0.197100833341544
"FEZF1"	7	3.13364646371548	0.00172648731831611	0.197100833341544
"WWP1"	39	-3.11954264353331	0.00181132040186893	0.197100833341544
"FLT3"	28	-3.10401310459078	0.0019091487464723	0.197100833341544
"DPF2"	47	3.10303511886732	0.00191546908712567	0.197100833341544
"WLS"	30	3.10296338653978	0.00191593342072835	0.197100833341544
"TAL1"	61	3.09354469994149	0.00197780755968858	0.197100833341544
"ASH2L"	34	3.09240507110774	0.00198541723263119	0.197100833341544
"CDH1"	134	3.09027560767998	0.0019997084193251	0.197100833341544
"PIR"	92	3.08333272819752	0.00204696149139496	0.197100833341544
"PPP2R1A"	57	3.08188431279731	0.002056947621649	0.197100833341544
"APPL1"	81	3.07984446413585	0.00207108720689495	0.197100833341544
"NKD1"	32	3.07542981874268	0.00210199391128275	0.197100833341544
"OR7D2"	2	3.06380518572557	0.00218541172883824	0.197100833341544
"IL1RAP"	40	3.06122416846029	0.00220433990829991	0.197100833341544
"REM2"	41	3.05768539361435	0.00223053617972289	0.197100833341544
"TADA2A"	20	-3.05396870515707	0.00225835637817208	0.197100833341544
"BCL6B"	47	-3.04701426017852	0.00231126744611181	0.197100833341544
