node	agg	layer1	layer2	layer3	layer4
1	11	11	0	0	0
2	2	2	0	0	0
3	4	5	0	0	0
4	9	9	0	0	0
5	9	10	0	0	0
6	3	3	0	0	0
7	6	6	0	0	0
8	18	18	0	0	0
9	1	1	0	0	0
10	1	1	0	0	0
11	1	1	0	0	0
12	18	18	0	0	0
13	3	3	0	0	0
14	5	5	0	0	0
15	12	12	0	0	0
16	16	16	0	0	0
17	2	2	0	0	0
18	10	10	0	0	0
19	3	3	0	0	0
20	24	24	0	0	0
21	1	1	0	0	0
22	1	1	0	0	0
23	1	1	0	0	0
24	1	1	0	0	0
25	8	8	0	0	0
26	6	6	0	0	0
27	2	2	0	0	0
28	40	40	0	0	0
29	6	6	0	0	0
30	3	3	0	0	0
31	3	3	0	0	0
32	11	11	0	0	0
33	15	15	0	0	0
34	32	32	0	0	0
35	14	14	0	0	0
36	1	1	0	0	0
37	1	1	0	0	0
38	2	2	0	0	0
39	4	4	0	0	0
40	29	29	0	0	0
41	10	10	0	0	0
42	13	13	0	0	0
43	4	4	0	0	0
44	2	2	0	0	0
45	1	1	0	0	0
46	6	6	0	0	0
47	21	21	0	0	0
48	4	4	0	0	0
49	8	8	0	0	0
50	2	2	0	0	0
51	2	3	0	0	0
52	5	6	0	0	0
53	7	7	0	0	0
54	3	3	0	0	0
55	4	4	0	0	0
56	24	25	0	0	0
57	60	60	0	0	0
58	36	36	0	0	0
59	60	61	0	0	0
60	2	2	0	0	0
61	1	1	0	0	0
62	1	1	0	0	0
63	27	27	0	0	0
64	19	20	0	0	0
65	19	20	0	0	0
66	19	21	0	0	0
67	5	5	0	0	0
68	16	17	0	0	0
69	8	9	0	0	0
70	20	21	0	0	0
71	19	22	0	0	0
72	8	8	0	0	0
73	18	18	0	0	0
74	8	8	0	0	0
75	25	27	0	0	0
76	12	12	0	0	0
77	8	8	0	0	0
78	28	29	0	0	0
79	19	19	0	0	0
80	10	11	0	0	0
81	12	12	0	0	0
82	3	3	0	0	0
83	11	11	0	0	0
84	39	40	0	0	0
85	8	9	0	0	0
86	4	4	0	0	0
87	3	3	0	0	0
88	1	1	0	0	0
89	14	14	0	0	0
90	1	1	0	0	0
91	61	61	0	0	0
92	6	6	0	0	0
93	7	9	0	0	0
94	8	9	0	0	0
95	13	15	0	0	0
96	12	13	0	0	0
97	8	8	0	0	0
98	25	25	0	0	0
99	1	1	0	0	0
100	40	40	0	0	0
101	8	8	0	0	0
102	2	2	0	0	0
103	2	2	0	0	0
104	14	15	0	0	0
105	3	3	0	0	0
106	5	5	0	0	0
107	28	30	0	0	0
108	5	5	0	0	0
109	8	8	0	0	0
110	14	15	0	0	0
111	1	1	0	0	0
112	1	1	0	0	0
113	8	8	0	0	0
114	24	24	0	0	0
115	3	3	0	0	0
116	15	15	0	0	0
117	3	3	0	0	0
118	13	13	0	0	0
119	23	23	0	0	0
120	5	5	0	0	0
121	4	4	0	0	0
122	2	2	0	0	0
123	12	12	0	0	0
124	24	24	0	0	0
125	14	14	0	0	0
126	5	5	0	0	0
127	25	25	0	0	0
128	25	25	0	0	0
129	2	2	0	0	0
130	15	15	0	0	0
131	17	17	0	0	0
132	2	2	0	0	0
133	29	29	0	0	0
134	19	19	0	0	0
135	19	19	0	0	0
136	2	2	0	0	0
137	7	7	0	0	0
138	16	16	0	0	0
139	2	2	0	0	0
140	5	5	0	0	0
141	12	12	0	0	0
142	21	21	0	0	0
143	9	9	0	0	0
144	27	28	0	0	0
145	3	3	0	0	0
146	10	11	0	0	0
147	7	7	0	0	0
148	17	17	0	0	0
149	12	12	0	0	0
